industry,resume_text,experience_level
Management,jessica claire montgomery street san francisco ca 94105 555 4321000 resumesampleexamplecom professional summary focused project manager knowledgeable technology projects systems compliance experienced directing colocation project teams keeping efficient production accordance quality standards applying creative analytical approach continuous process improvement skilled identifying anticipating problems providing solutions ability effectively manage stakeholder engagement team productivity communication mentoring training empowering team excel performance skills stakeholder objectives strategic planning compliance requirements document control business analysis maintenance scope control reporting analytical skills provide practical solutions strategic thinker attention detail verbal written communication effective time management skills digital file organization workflow coordination detailoriented work history 012019 032020 technical project manager document management dow chemicals city state project manager document management systems within engineering services division managed small largescale projects initiation closing communicated project plans progress key stakeholders operational technical resources directed edms configuration multiple capital projects units balancing stakeholder requirements compliance standards produced cost savings analysis reports milestone updating customers senior leaders progress roadblocks carried indepth needs assessments determine document management requirements department individual user levels orchestrated projects within strict timeframes budget constraints solving complex problems working closely senior leaders managed project initiated retirement drawing management database planned executed migration operational drawings drawing management system designed user portal match requirements migrating asbuilt drawings edms without disruption business operations lead multiple colocated projects implement customizable edms workspaces used capitol project plant operations developing guidelines flex meet situational needs maintain compliance managed integrity compliance project design implementation tool guide users compliance process requests systems access tool validated users identification leading export control compliance process based country origin 052016 122018 document control systems lead centurion pipeline lp city state coordinated implementation enterprise document management system initiated projects including managing costs schedule performance developed project plans managed project scope using methodologies guide projects conceptualization implementation enhancement managed projects design implementation company operational assets library operations asbuilt drawings organized project team tasks adhering project management plan reported progress stakeholders lead project initiated enhance stakeholder experience integrating asset asbuilt libraries gis maps assembled business cases implementation enhancement migration integration retirement software applications provided effective solutions guidance project teams best practices content management systems procedures intuitive business community identified plans resources required meet project goals objectives setting realistic timelines checkpoints identified reviewed applied policies procedures exercising informed judgment achieve optimal performance centurion pipeline subsidiary oxy prior 2018 sale lotus midstream 102005 012016 project document controlsquality manager education secondary education universalpegasus international city state analyzed business case user stories design scoping implementation testing deployment needs define project requirements led assisted technical upgrade projects clients working coordinating consultants developers integrations interviewed hired trained mentored employees coaching daily leading performance reviews offering constructive feedback facilitated best user experience continuous support training classes improvements communication system changes sorted product provided expertise nonconforming product requirements increased quality assurance developing standards architectural governance implementing best practices lead implementation enterprise document management system software enable centralized management project controls coordinated projects including defining scope managing milestones maintaining strong relationships stakeholders coordinated management teams plan develop align execute strategies would meet clients vision mission purpose led controls quality change management process services drafted document information management policies streamline introductions new software systems managed vendor contracts relationships collaboration maximize costeffectiveness optimize delivery schedules maintain service standards directed initiatives automate vendor data maintain controls smooth validation acceptance processes texas university kingsville kingsville tx additional information experienced filenet p8 fusion mclaren newforma synergis adept content collector data capture opentext capture perfect capture professional xp sap oracle bluebeam adobe professional adobe dc suite adobe captivate upk training sql management studio microsoft 365 visio sharepoint excel word power point outlook extensive knowledge content information management engineering processes documentation software application development project management business processes information management subject matter expert components enterprise content management systems business process improvement project document management,senior
Education,richard hill physical education teacher 16695987748 richardhillgmailcom summary linkedincominrichardhill experienced physical education teacher passionate inspiring young adults take care physical mental wellbeing organizing annual charity field trips specialty comes motivating teenagers take responsibility experience physical education teacher freeport high school 2017 present freeport il freeport il skills patience problem solving curriculum development teamwork leadership ms office conflict resolution resilience freeport high school public high school freeport leading supervising student activities providing short longterm substitute teaching subjects k9 k12 age groups creating sticking teaching curriculum specifically designed fit needs interests different students establishing enforcing rules conduct outside pe classes teaching safety rules making sure 350 students follow planning supervising 2 annual field trips accordance teaching curriculum increased number grades 40 84 2 years pe teacher rockford east high school 2012 2017 rockford il participated biannual school behavior programs aimed education bs physical education university south florida 20062010 tampa fl strengths motivating others helping students reach full fitness potential earning trust showing much value individual approach approach students issues caring manner takes differences mind problem solving rockford east high school high school rockford football team created extensive teaching curriculum grades 9 12 supervised use 3 sports facilities explaining benefits regular fitness activities healthy eating supervised 400 students lunch break planned coordinated annual field trips students parents developed extensive plan activities suitable students physical disabilities industry expertise organization issues inevitable knowing solve makes everything easier football coach gerhold 20072012 rockford il gerhold professional football club rockford il children teenagers adults planning taught mentored 1000 players 5 years coached team 3 state cups row team management determined winning game plans tactics based player abilities monitored team performance provided feedback encouragement discipline certification working young adults student wellbeing association 2011 certified footbal coach icf 2008 wwwenhancvcom powered enhancv,executive
Mechanical Engineer,email abcxyzcom phoneno 98765 name careerobjective work organization responsible position technical management skills enhanced implemented organizations growth hobbies listening music eating delicious food permanent address street city state academicqualifications bachelor technology mechanical engineering aggregate 7070 12th aggregate 83 cbse 10th aggregate 86 cbse personal data fathers name trainingtechnical skills summer training project heat space oil burner software auto cad inventor inventor advance catia ansys knowledge 7qc tools 5s date birth gender nationality proficiency awardsandachievements class representative class 10th 12th lead team 20 volunteers campaign pregnant ladies new born babies summer 2016 awarded stop 10 inventor designers college 2nd prize mechanical engineering fest competition ragini participated nptel national programme technical enhanced learning industrial visit panki powerplant participated jaipuria quiz leaguein2016 seminar presentation topic safety air bags cars,junior
Sales,jessica claire 100 montgomery st 10th floor 555 4321000 resumesampleexamplecom professional summary professional bartender extensive knowledge spirits engages customers oneonone friendly open committed building customer base providing positive service experience hardworking bartender experience largescale casual dining establishments committed upholding highest standards customer service safe food handling practices wellversed mixologist diverse menu memorized drink recipes cash handling management liquor beer wine knowledge outstanding customer service teamwork professionalism bartendersales 062021 082022 concentrix corp arnold mo skills patron rapport guest satisfaction bartending license energetic outgoing work history kept bar presentable wellstocked meet customer needs performed opening closing duties printing sales reports setting incoming shift preparing cash drawers taking inventory organized bar inventory storage procedures keep stock within optimal levels meet expected customer demands followed alcohol awareness procedures preventing excessive guest intoxication set bar operation obtained cash bank stocked service bar kept alcoholic beverages wellstocked organized meet expected demands adhered state laws regarding alcoholic beverage services customer regulations handled simultaneous customer team business needs avoiding unnecessary delays errors maintained secure cash drawers promptly resolving discrepancies daily totals upsold menu items customers driving per sale revenues maximizing profits managed bar inventory restocked supplies placed orders spirits beer wines mixers managed cash bar revenue special promotions sporting events upsold daily specials beverage promotions exceed daily sales goals managed accurate register produced daily sales reports backing inventory usage numbers decreased waste following strict recipes drink measurement protocol developed new signature cocktails support bar marketing brand increase profits completed regular bar inventories daily requisition sheets increased sales profits maintained relationships restaurant vendors facilitate effective inventory management implement cost controls developed drink menu creative cocktails contemporary wines craft beers sales 072020052021 books million city state organized racks shelves maintain store visual appeal engage customers promote specific merchandise provided positive first impressions welcome existing new potential customers helped customers locate products checked store system merchandise sites answered customer questions regarding sizing accessories proper care merchandise increased sales offering advice purchases promoting additional products maintained customer satisfaction quick professional handling product returns processed product returns assisted customers selections implemented upselling strategies recommending accessories complementary purchases boost revenue maintained records related sales returns inventory availability prepared large cash deposits zero discrepancies worked alongside retail representatives enhance product presentations advertising collateral applied security loss prevention training toward recognizing risks reducing store theft engaged customers build rapport loyalty greeted customers offered assistance finding requested items carried merchandise checkout line provided positive first impressions welcome existing new potential customers dishwasherrestaurant busser 012020 032020 pops pizzaria city state assisted moving tables chairs restaurant service equipment within dining rooms provided respectful courteous bussing services operating within active dining rooms reset used tables within prescribed timeframes expedite turnover increase available dining room space performed prebussing duties vacuuming surrounding floors removing large waste emptied onsite trash receptacles dumpsters large waste receptacles worked quickly communicated staff always looked better ways completing tasks improve productivity keep tables ready incoming guests transported dirty utensils dishes trays kitchen help team stay top cleaning kept close eye customers quickly spot leaving guests clear tables future patrons worked well diverse team settings partnering others complete tasks developed excellent relationships managers fellow team members support team success positive work environment collected trash wiped spills removed trays maintain fresh clean customer areas organized cleaned assigned sections sanitizing cleaning table counter kitchen surfaces high school diploma 052018 diberville senior high school biloxi ms education,junior
Digital Media,jessica claire montgomery street san francisco ca 94105 555 4321000 resumesampleexamplecom links wwwgreatexplorersgocom professional summary proven skills increasing customer engagement business visibility online searches successful seo approaches experienced developing marketing initiatives increasing business success boost sales excellent analytical organizational decisionmaking abilities marketsavvy lead generation specialist dedicated driving customer satisfaction product visibility highlytargeted online offline marketing strategies experienced public relations relationship building management skills data analysis ad development hubspot expertise strategic planning keyword optimization budgeting analytical thinking revenue generation strategies business development creative innovative email direct mail marketing campaigns work history 042018 current digital marketing specialist moz city state seo practices quantitative qualitative market research digital marketing efficient pressure strong time management google adwords blogging organized semrush moz competency google analytics competency adobe photoshop managed project deadlines monitored milestones completion stage increased website traffic average 55 using cuttingedge inbound marketing techniques maximized strategic approaches keeping aclose eye performance making appropriate adjustments maintained continuous check clickthrough rate conversion rate goal completion metrics optimizing enhancing campaigns based current trend data devised email strategies including segmenting strategies welcome email autoresponders training drip campaigns worked within budget parameters develop implement marketing strategies analyzing key data consumer demographics increasing net revenue 12 million last year analyzed thirdparty data investigated new growth opportunities directed successful search engine marketing campaign used solid linking technical keyword research tactics directed successful seo linkbuilding campaign increase websites credibility drive traffic collaborated designers editorial team marketing materials entered assigned new leads using crm tools reviewed edited blog posts guarantee high content quality developed implemented campaigns email online advertising search enginesand direct mail contributed ideas concept development strategic planning business operations boosted conversion rates 9 innovative customer relationship building landing page optimization communicated marketing teams plans accomplishments verify alignment senior management objectives oversaw departmentwide transition use hubspot consolidate modernize salesmarketing team work output produced submitted weekly reports outlining progress kpi objectives coordinated participated promotional activities trade shows preserved brand integrity monitoring consistency quality marketing content initiated market research studies analyzed findings built implemented updated effective seo strategies performed indepth competitor reviews check competitor activities ad placement keyword use placement bids landing pages compared agency vendor marketing expenses established budgets 102017 032018 outreach marketing specialist reviewscom city state increased brand awareness boosted public perception organization proactive outreach network development key stakeholders created executed campaign strategies across multiple channels including email social built 118 high authority backlinks reviewscom 3 months built optimized email ab testing campaigns testing audience demographics list segmentation email copy effectively increasing overall conversion rates average 10 month month participated organized weekly team collaboration sessions planned executed weekly campaign content strategy overseeing projects start finish effectively planned tracked optimized multiple campaigns week 012016 012017 google online marketing challenge clickagee media city state developed executed digital marketing campaigns using google adwords researched identified highvalue keyword opportunities planned implemented bidding strategies maximize roi determine effective use clients ad budget tracked optimized account health providing monthly reports progress results performed continuous ab testing ad copy increasing overall clickthrough rates 75 decreasing landing page bounce rate 50 education bachelor arts business administration university washington seattle wa concentration marketing entrepreneurship certifications inbound marketing certificate user experience design certificate general assembly hubspot marketing software certificate hubspot email marketing certificate,senior
Building and Construction,executive profile jessica claire 100 montgomery st 10th floor555 4321000 resumesampleexamplecom thirty years experience construction company management assistant manager east bay construction company specializing wide array management skills material development areas expertise include advanced concepts engineering construction management customer relations budget planning estimating creating healthy bottom line considered expert building skill design inspection completion many profitable projects skill highlights project management budgeting expertise customeroriented employee relations negotiations expert core project management accomplishments new product delivery business operations organization leadershipcommunication skills building codes regulations initiated new building techniques resulted productive outcome maximized quality profits managed projects 30 years successfully boosting customer satisfaction producing results analyzed business find areas need improvement capitalized rolling new tactics ever changing business successfully completed manged thousands construction projects centered customer satisfaction staff development launched wellreceived prh program professional development courses staff mentored coached employees resulting 12 increase productivity trained staff increase customer satisfaction 98 satisfaction record mediating skills advised building officials farmington hills building department consulting several problem projects sought problem solving expertise analyzed dangerous buildings redford township mediated property owner township judge validity distressed property professional experience assistant manager laz parking orange county ca 062012 current created new revenue streams identifying new markets producing income previously existed strengthened companys business leading implementation cost savings measures achieved overall financial goals managed team professionals implement inspired business ethics day day operations completed thousands home improvement projects creating safe clean work environment impressed customers made outcome better trained employees increase customer satisfaction maintain profits boosted moral motivating employees achieve goals enhanced techniques took initiative start company age 19 put college attained goals reoford township dangerous building hearing officer township redford city state 2006 2013 serve judge officer township redford preside judge hearings instituted cleaned redford township ordering buildings repaired removed sold keep vacant unsafe buildings becoming public nuisance mediated property owner city officials create fair impartial environment parties involved identified nature problems delegated necessary action implemented ensured reviewed transcripts accuracy submit mayor review created designed format proceedings well conducted carried ceo president decks 4 less city state 1984 1987 created company directly college produced quality wood decks headed several crews building decks innovative time motivated many young men build hundreds decks south eastern michigan area delegated day day operations focused customer satisfaction right start education bachelor science construction managementengineering lawrence institute technology southfield michigan time graduation type degree combining two associate programs revolutionary sense first type combined degree equal bachelors implemented construction management engineering ascociate arts pastoral ministry sacred heart college detroit mi education practice teaching leading others personal areas lives graduated summa cum laude 2012 additional information prh course completion personal development skills learning live work others sickness health obtained building license state michigan 1984 age 19 lead certified continuing education completed many electrical plumbing trades professional certifications member board directors redford township soccer league awards received american legion award leadership 1983 academics athletics received coveted clarence steckle award academics athletics leadership received 2 national science fair 1st place awards 1980 1981 numerous golfing swimming awards grade school present member knights columbus,executive
Architecture,career focus jessica claire montgomery street san francisco ca 94105 555 4321000 resumesampleexamplecom highly accomplished professional specializing design construction management commercial hospitality pharmaceutical projects proven track record completing projects within prescribed budgets schedules expert setting expectations client groups service providers skilled leader research integration new means methods enhance overall value client summary skills contract negotiations project management documentation development budget schedule selection business developmentclient relations professional experience project manager 062008 012013 motion recruitment media pa material selection procurement budget schedule development building infrastructure assessment lease review onsite project experience develop business real estate case studies support corporate initiatives including necessary financial economic market data presentation management groups within sre operating companies review qualifications real estate brokers vendors consultants suppliers contractors act primary negotiator contractual agreements develop project documents including budget estimates project schedules progress reports sre management project team coordinate us portfolio managers appropriate regional corporate business administrators ensure sufficient financial calculations business models complete review approval management germany provide technical project design review leadership leading continuous improvement processes construction administrator 022007 032008 lennar scottsdale az onsite representation construction 750 million mgm grand foxwoods ledyard ct selection final materials control samples domestic international suppliers refined conceptual design elements accommodate changes project budget schedule unforeseen conditions review project shop drawings submittals ensure compliance previously issued construction documents field sketches reviewed client requested changes architect contractor determine future cost impacts construction administrator 042006 022007 lennar seattle wa onsite representation design construction 2 casino projects kiowa casino devol ok twin river lincoln ri developed construction documentation according client meetings maintain overall project budget schedule reviewed project shop drawings submittals ensure compliance construction documents field sketches maintained project records including review applications payment contractor project manager 071999 092005 motion recruitment miami fl development project budgets schedules scheduled updates client groups assess project status negotiation contracts client groups service vendors including architects contractors furniture procurement relocation services reduce overall project costs review new technologies including infrastructure components several missioncritical data centers reduce square footage allotments construction costs 20 50 management rebranding 30 bank branches including remediation hazardous materials 2 locations preliminary design various project proposal coordination transaction management professionals designer 101996 081999 ariens chicago il preparation review project documentation schematic design construction documents construction administration including development clean room space class 1000 class 10 review project shop drawings submittals along site visits ensure compliance project documentation designer 061996 091996 ariens houston tx development project documentation including design development construction documentation additonal experience town pomfret committee member economic development planning committee northeastern university instructor introduction autocad boston architectural center instructor introduction autocad habitat humanity designer construction manager education master architecture university hartford hartford ct bachelors science architectural designconstruction management bowling green state university bowling green oh,senior
Aviation,summary highlights accomplishments jessica claire montgomery street san francisco ca 94105 555 4321000 resumesampleexamplecom decorated navy veteran driven apply comprehensive experience field training safety patrol security details public service activities public sector police officer confidential security clearance valid va a60551723 drivers license strong verbal communication trained defensive tactics firearms safety training deadly force triangle training received global war terrorism service medal 2008 received certificate completion armed sentrysecurity reaction force basic course 2012 received certificate contamination level 1 oleoresin capsicum 2012 experience aviation boatswains mate fuel abf watermark retirement communities village lakewood il 112009 062013 operated equipment associated fueling defueling aircraft aboard naval ships maintained fuel quality handled hazardous materials maintained environmental standards followed fuel handling safety precautions security united states navy city state 052012 052013 loaded unloaded military issued weapons secured access points assigned participated base security drills issued united states navy patrolled areas allowed authorized gain access seoman untied states navy city state 062008 112009 performs basic seamanship functions aboard ships involve line wire rigging used secure ship pier mooring anchor able indentify functions navigation shipboard equipment launched lifesaving equipment handled small boats qualified swimmer fourth class security education 2012 srfb class norfolk naval station va trained rules regulations defense tactics deadly force mock take downs apprehend suspects course also consisted fire training m9 m16 m240 alcohol aware 2009 naval knowledge online course mayport naval station fl military training alcohol awareness prevention course consisted nature drugs alcohol risks involved using abusing proent navy knowledge online course mayport naval station fl trained prevention course department navys polices consequences risky behavior well training decision making goal setting communication skills nmo norfolk naval station va 2009 2008 trained ensure continue professional personal development junior enlisted sailors initial phase naval service covered topic decision making equal opportunity diversity discrimination hazing substance abuse sexual harassment stress management recruit training great lakes naval recruit training command great lakes il knowledge general military navy protocol first aid personal health safety basic swimming water survival skills physical fitness fire fighting high school diploma basic rancho cucamonga high school rancho cucamonga ca 2008 2008,junior
Health and Fitness,summary skills jessica claire 100 montgomery st 10th floor 555 4321000 resumesampleexamplecom q diligent college student focused child psychology dedication prompt project completion continual adaptation teamoriented collaborator reliability focus equitable task distribution group projects motivation accomplish mutually held goals nutrition assessment planning weight management rehabilitation techniques weight control guidance communication interpersonal connection motivational leadership customer service reliable responsible relationship community building goal setting creative problem solving cpr certified needs assessment first aid certified experience fitness coach 24 hour fitness worldwide inc brentwood ca 062021 062022 implemented strategies improve organizational workflows training class schedules increase marketing reach coached individuals groups regarding successful exercise strategies making healthy lifestyle choices encouraged members continue attending group fitness classes guided clients safe workouts modified match fitness levels medical considerations obesity hypertension arthritis sports injuries postsurgeries promoted member loyalty engagement friendly open style worked clients set goals track individual fitness progress changes managed exercise classroom areas close observation member behaviors provided thorough instruction safe correct equipment use motivated clients stay committed preset fitness goals helped clients utilize fitness equipment properly using verbal instructions demonstrations demonstrated stretching cooldown recovery techniques following workouts conducted initial assessment client physique bmi health history kept track client fitness goals progress personal records notified clients class prices promotions available payment options identified different muscle groups explained ways strengthen specific muscles gathered appropriate workout equipment class sessions tracked facility inventories delivered new client assessment process body fat composition testing certified massage therapist hand stone elmhurst il 022013 042018 maintained clean safe wellorganized work environment performed therapeutic pregnancy sports deep tissue swedish massage clients developed treatment plans taking consideration clients rehabilitation goals preferred treatment methods appointment frequency applied pressure specific body points relieve muscle tension related symptoms increased sales providing exceptional service maintaining positive energetic attitude communicated clients learn physical condition symptoms analyzed clients medical histories identify potential root causes ailments assisted basic bookkeeping filing maintaining clients records selected employed variety massage techniques meet clients needs maintained patient records tracking rehabilitation goals progress applied massage soft body tissue relieve discomfort facilitate healing injuries employed trigger point therapy relieve specified areas pain dysfunction addressed injuries trauma stress using myofascial release stimulated massaged areas clients bodies promote healing utilized crossfiber friction techniques facilitate strong flexible repair sitespecific muscle connective tissue injuries guided clients pnf stretches target nerve receptors extent muscle length facilitated fluid dispersion muscle relaxation via longitudinal gliding treated tendon ligament scar tissue buildup using transverse friction cleaned table space appointments protect client health worked oils treatment aids improve massage experiences customized treatment strategies based patient body composition goals comfort organized maintained full schedule appointments clients different ages physical needs promoted health wellness benefits massage related therapies help clients achieve goals cultivated loyal clientele high rate referrals based quality massage services reviewed client medical histories inform treatment planning educated clients preventive measures mobility programs prevent reoccurring muscle issues discussed body treatment needs expectations clients maintain customer satisfaction kneaded muscles soft tissues help clients release tension improve physical wellbeing assessed soft tissue condition joint quality function muscle strength range motion performed deep muscle hot stone prenatal types massage treatments advised clients personal care appointments relevant products individual needs restocked products maintained treatment rooms professional appearance sanitization stocked treatment space linens supplies sterilized instruments maintained impeccable records business administration financial management purposes flexed different clients offer personalized supportive massage services researched new products therapy modalities increase service offerings cacino cage cashier 052007 012012 boyd gaming inc amelia la counted verified cash amounts shift start balanced funds prior shift end close redeemed coins tokens cash customer request performed main banker duties preparing deposits accepting cash orders preparing slot wallets tills consolidating cage transactions cashed employee tips worked slot technicians pay jackpots completed gaming forms reports assisted customers creditrelated problems prepared balance sheets accordance gaming standards internal controls sold casino chips tokens tickets completed nrt selfredemption kiosk duties filling crediting kiosks handling guests disputes concerning kiosks counted verified posted armored car deposits exchanged money credit tickets casino chips patrons adhered security protocols cashhandling best practices maintain correct totals maintained accountability money banks released assigned personnel reconciled cash casino currency auditing cash drawers transaction receipts handled slot machine payouts guest prize redemption meet diverse guest needs created maintained records detailing monetary transactions resolved discrepancies verified funds accuracy accounting staff balance daily financial records reconciling transaction summaries checked identifications verify patrons ages documented monetary exchanges transaction reconciliations identified slot machine issues completing basic repairs communicating maintenance personnel schedule extensive repair work monitored activity throughout casino floor reported issues supervisor immediate attention reconciled daily summaries transactions balance books executed currency trades provide guests casino chips process cash redemptions unused chips responded promptly jackpot alarm bells facilitated checkcashing authorizations house credit accounts accepted submitted credit applications verified credit references accepted credit applications verify credit references checkcashing authorization certified nursing assistant dierbergs markets creve coeur mo 032005 052007 answered signal lights bells intercom systems determine resident needs facilitated activities daily living personal hygiene management feeding ambulation assisted patients shaving bathing oral hygiene promote healthy habits overall wellness conducted routine checks patient vitals blood pressure blood sugar heart rate observed reported unusual symptoms changes charge nurse turned repositioned residents using proper body mechanics prevent pressure ulcers assisted residents bathing dressing promote personal hygiene used mobility devices transport patients helped residents walk without selfhelp devices maintained accurate timely flow information completing thorough patient records updating healthcare team patient status distributed drinking water nourishment residents looked physical emotional symptomatic changes patient condition obtained necessary care medical concerns assisted residents preparing activities social programs exhibited compassionate care communication regarding issues surrounding death dying managed maintained patient rooms sharedliving areas nursing stations rendered handson nursing care direct rn supervision adhering medical center policies procedures fostered relationships patients caregivers healthcare teams achieve individual care plan targets supported nonambulatory residents range motion exercises documented activities recorded information emr system collected specimens monitored vitals maximized patient comfort maintain optimal environment examined treated patient lacerations contusions physical symptoms referred patients medical professionals education training associate science psychology 122023 nashua community college nashua nh additional coursework psychology abnormal psychology child psychology social psychology human development human relations 394 gpa fall 2022 semester current member ncc honors program 2023 participated literacy magazine fall 2022 research stigma mental health living free project,entry
Operations Manager,first name last name address phone email operations manager top performing engineering professional offering several years experience providing customized solutions international energy oil gas telecommunication leaders offering robust analytical organizational skills strong technical methodical aptitude expertise includes handson management multimillion dollar projects onshore offshore oil gas operations multinational vendors epcs proven history leading teams aspects project development initial design planning way commissioning warranty support broad international multicultural background gained extensive work clients partners middle east us europe asia flexible versatile face everchanging circumstances proven history thriving challenging extreme operating conditions astute strategic thinker troubleshooter innate ability identify needs implement lasting solutions role models customer service efficiencies conflict resolution always maintaining level head diffusing stressful situations promptly timely manner project management strategic planning scheduling power generation client vendor relations contractor oversight installation commissioning core strengths finance cost controls logistics global coordination field operation maintenance troubleshooting repairs start ups shutdowns reporting documentation computer skills microsoft office suite oracle artemis maximo leadership team building procurement purchasing inspection testing site management health safety practices regulatory compliance title organization name city professional experience date title organization name city oversaw team company name headquarters managed installation commissioning operations turbomachinery gas turbines mototurbo compressors chillers transformers uae oman yemen iraq date oversaw planning implementation execution projects guiding clients end warranty managed resource mobilization negotiations global vendors resolved site nonconformities supported company name teams technical issues daily activities reviewed monitored project progress kpis providing clients regular updates reports supported various teams accomplish requirements including company names accountable financial reporting invoicing billing customer support relationship building developed maintained salesforce updated reports co plans key projects client company namecountry epc company name oversaw installation commissioning contracts consortiumreimbursable lump sum moto compressors overcame significant material delivery delays complete project months receiving glowing reviews clients client company namecountry epc company name managed team successfully installed commissioned motocompressors coordinated international vendors organized visas accommodations overcame engineering mistakes,executive
Business Analyst,aaron loeb business analyst 123 anywhere st city c 1234567890 helloreallygreatsitecom wwwreallygreatsitecom highly passionate individual thrives upon seeking new challenges career business analyst initial years working business industry push go discovering things course motivated join group seasoned experienced business analyst professionals industry respectively skills data visualization analytical research skills modeling linear logistic regressions problem solving software development life cycle user acceptance testing critical thinking work team individual creative thinking brain storming knowledge information technology good time management experiences business analyst borcelle woodcraft 20162018 improved operations defined internal data reduces working hours year year interpreted extrapolated tracked various data customers find customer behaviors along statewide retention numbers presented predictive modeling insights clevel suite stakeholders participating decisions surrounding policy packages saved company legal costs worked 4 analysts institute new technique business analyst ingoude company 20132016 traveled 2 5 days work clients observing business processes interviewing staff documenting practices initiated research analyzed business operations problem solved operating inefficiencies saved combined 800 manhours month worked clients stakeholders draft document goals encouraging transparent communication meet 7 deadlines business analyst fauget insurance 20122013 increased revenue 12m analysis data surrounding customer behaviors vendor relationships stakeholder goals workflows discovered additional 4m savings compiling data identifying dead industry trends prepared researched presentations clevel suite concerning internal operating inefficiencies profitability reports industry trends policies education shodwe university 2012 major computer science minors mathematics bachelor engineering,junior
Digital Media,robert smith digital media assistant infoqwikresumecom likable dedicated digital media assistant 6 years experience fastpaced company eager offer superb analytical computer skills help company grow client base july 2004 may 2005 digital media assistant abc corporation increased website traffic designing digital content boosted user engagement amp gamer interaction improved brand standards developing consistency using corporate brand guidelines launched digital ad campaigns promotions paid amp organic across multiple social media channels compiled activity reports measure performance campaigns analyze roi kpis developed strategic business plan effective messaging marketing collateral assisted students faculty staff creative software provided assistance graduate students editing uploading thesis 20002004 digital media assistantdelta corporation taking care orders clients wanted promoted air website answering phones emails taking editing photos using assist students faculty staff creative software utilized collect input edit create content use stac bgsu provide assistance graduate students editing uploading thesis sorting thousands animal photographs according species creating bird mammal species directory tutor digital media students variety subjects check inout equipment including tripods microphones video cameras lighting kits etc assist students care use equipment organize keep equipment maintenance led workshops undergraduate student classes adobe indesign photoshop microsoft office imovie edited content instructional software free resume template copyright qwikresume com usage guidelines,junior
Software Engineering,jessica claire 100 montgomery st 10th floor 555 4321000 resumesampleexamplecom summary three years experience java developer proficient designing developing robust scalable applications strong knowledge java programming language including java 8 features objectoriented design principles extensive experience utilizing java frameworks spring mvc hibernate building enterpriselevel applications proficient using maven git project management version control ensuring smooth collaboration code integration skilled implementing restful apis web services leveraging technologies like json xml http protocols solid understanding software development life cycle sdlc agile methodologies delivering projects time meeting client requirements familiarity database technologies oracle plsql efficient data storage retrieval experience unit testing using junit mockito frameworks ensuring code quality reliability proficient working ides like eclipse intellij idea enhancing productivity efficiency coding collaborative team player excellent problemsolving skills ability work well pressure continuously staying updated latest trends advancements java ecosystem incorporate best practices development projects strong communication skills effectively collaborating crossfunctional teams stakeholders deliver successful projects committed producing clean maintainable welldocumented code adhering coding standards best practices skills jsps html5 javascript css3 jquery json ajax spring mvc hibernate aws aws lambda spring mvc spring boot selenium cucumber log4j git soap xml experience 012023 052023 java developer fidelity investments lake bluff il soap rest maven gradle java8 angular bootstrap html css docker oracle plsql junit mockito uml ant jquery ajax junit designed use cases sequence class diagrams activities states objects components used uml ms visio software design developing presentation layer jsps html5 javascript css3 jquery json ajax spring form tags jstl tags etc developing application using spring mvc architecture hibernate orm framework developed sql queries retrieving data used generate reports used hibernate objectrelationalmapping orm solution technique map data representation mvc model oracle relational data model sqlbased schema implemented development procedures ivr speech applications java web services used aws lambda run servers without managing trigger run code 3 sns followed spring boot mvc rest framework develop application flow project developed views controllers client manager modules using spring mvc spring core created soap web services using wsdl xml soap transferring data developed junit test cases use cases executed took various initiatives optimize existing applications better performance efficiency used selenium cucumber test driven deployment tools java automation user input validations done using javascript developed use cases using uml used micro service architecture spring boot based services interacting combination rest apache kafka message broker used log4j application logging debugging worked git used version control tool project 052020 072021 java developer fidelity investments laveen az contributed application development gathering analyzing software requirements developed soap rest services using spring frameworks like spring boot spring data hibernate created xml configuration file hibernate database connectivity worked micro services development using spring boot deployment pivotal cloud foundry pcf involved writing invoking spring mvc calls built applications using maven gradle scripts created interactive userinterface using angular bootstrap3 html css pushed image docker trusted registry dtr enterprisegrade image storage solution docker extensively coded using java 8 worked mvc layered architecture deployed universal control plane managed docker cluster applications single interface accessed oracle database using jdbc api establish sql java connectivity used junit mocking frameworks like mockito power mock creating test cases applications developed performed peer code reviews maintained code using version control tools like git coordinated operations team ensure timely resolutions issues encountered application development maintenance lifecycle prepared demonstrated application functionalities users means powerpoint presentations 052018 042019 java developer fidelity investments lithia fl understanding use requirements participating design discussions implementation feasibility analysis frontend backend level documenting requirements using rup rational rose developed use cases created class sequence uml diagrams application modelling developing class diagrams sequence diagrams architecturedeployment diagrams using ibm rational software modeler publishing web perspective java doc designed developed service layer using struts framework written debugged ant scripts building entire web application developing test cases unit testing using junit assisted database developers using plsql managing data associated tables developed sql queries performing crud operations oracle application involved java multithreading cascade multiple changes multiple records one transaction developed batch process framework used wsdl soap protocol web services implementation extensive use jquery ajax javascript frontend validations javascript based component development using swing component framework cross browser support prepared executed junit test cases test application service layer operations dao integration automated build deployment process using ant build script education training 052020 bachelor science computer science andhra university vizag andhra pradesh 052023 master science computer science university central missouri warrensburg mo,junior
